,mmu00010,mmu00030,mmu00051,mmu00240,mmu00250,mmu00410,mmu00430,mmu00511,mmu00513,mmu00520,mmu00531,mmu00600,mmu00603,mmu00604,mmu00650,mmu01100,mmu01200,mmu01230,mmu01232,mmu01240,mmu01521,mmu04010,mmu04014,mmu04015,mmu04020,mmu04022,mmu04024,mmu04060,mmu04066,mmu04070,mmu04072,mmu04080,mmu04114,mmu04142,mmu04144,mmu04145,mmu04148,mmu04151,mmu04210,mmu04218,mmu04270,mmu04310,mmu04350,mmu04371,mmu04380,mmu04390,mmu04510,mmu04512,mmu04540,mmu04550,mmu04610,mmu04611,mmu04621,mmu04625,mmu04630,mmu04710,mmu04714,mmu04720,mmu04721,mmu04723,mmu04724,mmu04725,mmu04726,mmu04727,mmu04728,mmu04730,mmu04750,mmu04810,mmu04814,mmu04912,mmu04915,mmu04918,mmu04919,mmu04921,mmu04922,mmu04924,mmu04925,mmu04926,mmu04927,mmu04928,mmu04929,mmu04934,mmu04935,mmu04940,mmu04970,mmu04971,mmu04972,mmu05010,mmu05012,mmu05017,mmu05020,mmu05022,mmu05032,mmu05033,mmu05034,mmu05152,mmu05163,mmu05165,mmu05167,mmu05170,mmu05200,mmu05202,mmu05205,mmu05206,mmu05214,mmu05215,mmu05217,mmu05218,mmu05230,mmu05231,mmu05323,mmu05418
cell_3303,0.75,0.75,0.75,-0.9375,-0.25,-0.25,-0.25,-0.625,-0.625,-0.625,-0.625,-0.625,-0.625,-0.625,-0.25,-0.25301725,0.75,0.75,-0.9375,-0.9375,0.1875,0.825,0.825,0.64705884,0.76744187,-0.125,-0.16129032,0.5625,0.9032258,-0.125,0.1875,-0.45172414,-0.125,-0.625,0.1875,-0.875,0.875,0.8288557,-0.125,-0.125,-0.3983871,0.6875,0.5625,-0.5601626,-0.125,0.5625,0.8288557,0.8125,0.032258064,0.5625,0.8125,-0.125,-0.125,-0.125,0.75127333,0.25,-0.375,-0.125,0.4375,0.033333335,-0.125,-0.125,-0.125,0.10117302,-0.125,3.330669e-16,-0.125,0.1875,-0.5625,-0.125,-0.125,-0.22580644,0.5625,-0.125,-0.125,-0.125,-0.125,-0.5625,-0.125,0.16733871,-0.125,3.330669e-16,-0.125,-0.25,-0.125,-0.125,-0.125,-0.125,-0.125,-0.125,-0.125,-0.125,0.4375,0.4375,0.125,-0.875,0.032258064,0.8125,-0.125,-0.125,0.38709676,1.0,0.7064516,0.1875,0.1875,0.1875,0.5625,0.1875,0.1875,0.1875,1.0,0.5625
cell_1413,0.8125,0.8125,0.8125,-0.9375,-0.3125,-0.3125,-0.3125,-0.6875,-0.6875,-0.6875,-0.6875,-0.6875,-0.6875,-0.6875,-0.3125,-0.2329591,0.8125,0.8125,-0.9375,-0.9375,0.3125,0.75,0.75,0.57894737,0.73333335,-0.0625,-0.12903225,0.625,0.9354839,-0.0625,0.3125,-0.47068965,-0.0625,-0.6875,0.3125,-0.875,-0.1875,0.64705884,-0.0625,-0.0625,-0.5629032,0.75,0.625,-0.67674416,-0.0625,0.625,0.64705884,-0.25,0.20698924,0.625,-0.25,-0.0625,-0.0625,-0.0625,0.2580645,0.375,-0.4375,-0.0625,0.875,0.54108524,-0.0625,-0.0625,-0.0625,0.63412565,-0.0625,0.12580645,-0.0625,0.3125,-0.625,-0.0625,-0.0625,-0.2715054,0.625,-0.0625,-0.0625,-0.0625,-0.0625,-0.625,-0.0625,0.4283154,-0.0625,0.12580645,-0.0625,-0.3125,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,0.875,0.875,0.25,-0.875,0.20698924,-0.25,-0.0625,-0.0625,0.48387095,1.0,-0.16129032,0.3125,0.3125,0.3125,0.625,0.3125,0.3125,0.3125,1.0,0.625
cell_2356,-0.8125,-0.8125,-0.8125,-0.9375,-0.25,-0.25,-0.25,-0.5625,-0.5625,-0.5625,-0.5625,-0.5625,-0.5625,-0.5625,-0.25,-0.70335984,-0.8125,-0.8125,-0.9375,-0.9375,0.25,0.41935483,0.41935483,0.11794872,0.53333336,0.75,0.6400293,0.875,-0.26539588,0.75,0.25,0.07921715,0.75,-0.5625,0.25,-0.875,-0.125,0.24848485,0.75,0.75,0.3669355,0.625,0.875,-0.052542374,0.75,0.875,0.24848485,-0.1875,0.516129,0.875,-0.1875,0.75,0.75,0.75,0.22580644,0.3125,-0.375,0.75,0.375,0.34217688,0.75,0.75,0.75,0.06451613,0.75,0.87096775,0.75,0.25,-0.5,0.75,0.75,0.4772296,0.875,0.75,0.75,0.75,0.75,-0.5,0.75,0.9032258,0.75,0.87096775,0.75,-0.25,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.375,0.375,0.9375,-0.875,0.516129,-0.1875,0.75,0.75,0.63412565,0.5625,0.5752688,0.25,0.25,0.25,0.875,0.25,0.25,0.25,0.5625,0.875
cell_586,-0.875,-0.875,-0.875,0.75,-0.3125,-0.3125,-0.3125,0.8125,0.8125,0.8125,0.8125,0.8125,0.8125,0.8125,-0.3125,0.24960814,-0.875,-0.875,0.75,0.75,0.25,0.78571427,0.78571427,0.6,0.73333335,-0.125,-0.16568916,0.5625,0.16451614,-0.125,0.25,-0.46120688,-0.125,0.8125,0.25,-0.9375,-0.1875,0.67346936,-0.125,-0.125,-0.47653958,-1.0,0.5625,-0.5968992,-0.125,0.5625,0.67346936,-0.25,0.06451613,0.5625,-0.25,-0.125,-0.125,-0.125,0.19354838,0.9375,-0.4375,-0.125,0.4375,5.551115e-17,-0.125,-0.125,-0.125,0.06451613,-0.125,0.032258064,-0.125,0.25,-0.625,-0.125,-0.125,-0.2580645,0.5625,-0.125,-0.125,-0.125,-0.125,-0.625,-0.125,0.16733871,-0.125,0.032258064,-0.125,-0.3125,-0.125,-0.125,-0.125,-0.125,-0.125,-0.125,-0.125,-0.125,0.4375,0.4375,0.1875,-0.9375,0.06451613,-0.25,-0.125,-0.125,0.41935483,1.0,-0.19354838,0.25,0.25,0.25,0.5625,0.25,0.25,0.25,1.0,0.5625
cell_5144,0.6875,0.6875,0.6875,0.625,-0.4375,-0.4375,-0.4375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.4375,0.71762455,0.6875,0.6875,0.625,0.625,0.1875,0.75127333,0.75127333,0.45454547,0.65426356,-0.1875,-0.4045699,0.5,0.83870965,-0.1875,0.1875,-0.57452726,-0.1875,1.0,0.1875,-0.875,-0.3125,0.5659864,-0.1875,-0.1875,0.6502016,-0.9375,0.5,0.17987421,-0.1875,0.5,0.5659864,-0.375,3.330669e-16,0.5,-0.375,-0.1875,-0.1875,-0.1875,0.12903225,0.25,-0.5625,-0.1875,0.375,-0.1,-0.1875,-0.1875,-0.1875,-0.032258064,-0.1875,-0.032258064,-0.1875,0.1875,0.8125,-0.1875,-0.1875,-0.3548387,0.5,-0.1875,-0.1875,-0.1875,-0.1875,0.8125,-0.1875,0.7239089,-0.1875,-0.032258064,-0.1875,-0.4375,-0.1875,-0.1875,-0.1875,-0.1875,-0.1875,-0.1875,-0.1875,-0.1875,0.375,0.375,0.125,-0.875,3.330669e-16,-0.375,-0.1875,-0.1875,0.3548387,0.9375,-0.29032257,0.1875,0.1875,0.1875,0.5,0.1875,0.1875,0.1875,0.9375,0.5
cell_4878,-0.75,-0.75,-0.75,-0.9375,-0.25,-0.25,-0.25,-0.625,-0.625,-0.625,-0.625,-0.625,-0.625,-0.625,-0.25,-0.7378426,-0.75,-0.75,-0.9375,-0.9375,0.3125,0.6735791,0.6735791,0.518239,0.65426356,0.0,0.7173913,0.625,0.24492234,0.0,0.3125,0.6453202,0.0,-0.625,0.3125,-0.8125,-0.125,0.5929078,0.0,0.0,-0.49283153,-0.875,0.625,0.35555556,0.0,0.625,0.5929078,-0.1875,0.20698924,0.625,-0.1875,0.0,0.0,0.0,0.29032257,0.375,-0.375,0.0,0.5,0.06666667,0.0,0.0,0.0,0.1922043,0.0,0.9705882,0.0,0.3125,-0.5625,0.0,0.0,-0.19032258,0.625,0.0,0.0,0.0,0.0,-0.5625,0.0,0.8376344,0.0,0.9705882,0.0,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,-0.8125,0.20698924,-0.1875,0.0,0.0,0.48387095,0.9375,-0.09677419,0.3125,0.3125,0.3125,0.625,0.3125,0.3125,0.3125,0.9375,0.625
cell_4155,-0.75,-0.75,-0.75,-0.9375,-0.125,-0.125,-0.125,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.125,-0.71576357,-0.75,-0.75,-0.9375,-0.9375,0.25,0.78571427,0.78571427,0.67346936,0.7656717,0.75,-0.06451613,0.625,0.3076037,0.75,0.25,-0.2387931,0.75,-0.5,0.25,-0.8125,0.8125,0.8767123,0.75,0.75,0.39983022,-0.875,0.625,0.042424243,0.75,0.625,0.8767123,0.9375,0.516129,0.625,0.9375,0.75,0.75,0.75,0.63412565,0.3125,-0.25,0.75,0.5,0.4904762,0.75,0.75,0.75,0.33387098,0.75,0.5231855,0.75,0.25,-0.4375,0.75,0.75,0.5752688,0.625,0.75,0.75,0.75,0.75,-0.4375,0.75,0.61290324,0.75,0.5231855,0.75,-0.125,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.5,0.5,0.1875,-0.8125,0.516129,0.9375,0.75,0.75,0.4516129,1.0,0.87096775,0.25,0.25,0.25,0.625,0.25,0.25,0.25,1.0,0.625
cell_1254,-0.8125,-0.8125,-0.8125,-0.9375,-0.5,-0.5,-0.5,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,-0.5,-0.20758621,-0.8125,-0.8125,-0.9375,-0.9375,0.0,0.8376344,0.8376344,0.7129252,0.7811321,0.6875,-0.49283153,0.3125,0.10633214,0.6875,0.0,-0.3218391,0.6875,0.9375,0.0,-0.875,-0.375,0.54108524,0.6875,0.6875,0.045454547,1.0,0.3125,-0.34676617,0.6875,0.3125,0.54108524,-0.4375,0.6357527,0.3125,-0.4375,0.6875,0.6875,0.6875,-0.06451613,0.0625,0.5625,0.6875,0.8125,0.73333335,0.6875,0.6875,0.6875,0.44700462,0.6875,0.6357527,0.6875,0.0,-0.6875,0.6875,0.6875,0.67741936,0.3125,0.6875,0.6875,0.6875,0.6875,-0.6875,0.6875,0.4516129,0.6875,0.6357527,0.6875,-0.5,0.6875,0.6875,0.6875,0.6875,0.6875,0.6875,0.6875,0.6875,0.8125,0.8125,-0.0625,-0.875,0.6357527,-0.4375,0.6875,0.6875,0.20698924,0.875,0.31630823,0.0,0.0,0.0,0.3125,0.0,0.0,0.0,0.875,0.3125
cell_4858,-0.8125,-0.8125,-0.8125,-0.9375,-0.25,-0.25,-0.25,-0.5625,-0.5625,-0.5625,-0.5625,-0.5625,-0.5625,-0.5625,-0.25,-0.70335984,-0.8125,-0.8125,-0.9375,-0.9375,0.8125,0.9032258,0.9032258,0.7405797,0.85081965,-0.125,-0.12903225,0.5625,0.171659,-0.125,0.8125,-0.37724137,-0.125,-0.5625,0.8125,-0.875,0.75,0.96666664,-0.125,-0.125,0.77721775,0.6875,0.5625,0.32941177,-0.125,0.5625,0.96666664,1.0,0.7064516,0.5625,1.0,-0.125,-0.125,-0.125,0.6502016,0.25,-0.375,-0.125,0.4375,0.033333335,-0.125,-0.125,-0.125,0.10117302,-0.125,0.032258064,-0.125,0.8125,0.875,-0.125,-0.125,-0.22580644,0.5625,-0.125,-0.125,-0.125,-0.125,0.875,-0.125,0.16733871,-0.125,0.032258064,-0.125,-0.25,-0.125,-0.125,-0.125,-0.125,-0.125,-0.125,-0.125,-0.125,0.4375,0.4375,0.1875,-0.875,0.7064516,1.0,-0.125,-0.125,0.7096774,0.9375,0.9166667,0.8125,0.8125,0.8125,0.5625,0.8125,0.8125,0.8125,0.9375,0.5625
cell_3297,-0.75,-0.75,-0.75,-0.9375,-0.1875,-0.1875,-0.1875,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.1875,-0.68917626,-0.75,-0.75,-0.9375,-0.9375,0.8125,0.9354839,0.9354839,0.8028985,0.9169399,0.0,0.7096774,0.5625,0.3076037,0.0,0.8125,0.32854405,0.0,-0.5,0.8125,-0.8125,-0.125,0.9,0.0,0.0,-0.34792626,-0.875,0.5625,-0.46774194,0.0,0.5625,0.9,0.6875,0.77073735,0.5625,0.6875,0.0,0.0,0.0,0.5564516,0.3125,-0.3125,0.0,0.4375,0.06666667,0.0,0.0,0.0,0.16935484,0.0,0.7034739,0.0,0.8125,-0.4375,0.0,0.0,-0.12903225,0.5625,0.0,0.0,0.0,0.0,-0.4375,0.0,0.28341013,0.0,0.7034739,0.0,-0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4375,0.4375,0.75,-0.8125,0.77073735,0.6875,0.0,0.0,0.7096774,1.0,0.6357527,0.8125,0.8125,0.8125,0.5625,0.8125,0.8125,0.8125,1.0,0.5625
cell_4709,1.0,1.0,1.0,0.5,-0.5,-0.5,-0.5,-0.8125,-0.8125,-0.8125,-0.8125,-0.8125,-0.8125,-0.8125,-0.5,0.16360153,1.0,1.0,0.5,0.5,0.0,0.77073735,0.77073735,0.7470588,0.5297297,-0.3125,-0.5629032,0.375,0.9354839,-0.3125,0.0,-0.32857144,-0.3125,-0.8125,0.0,-1.0,-0.375,0.4585366,-0.3125,-0.3125,-0.5483871,0.5625,0.375,-0.68079096,-0.3125,0.375,0.4585366,-0.4375,-0.19032258,0.375,-0.4375,-0.3125,-0.3125,-0.3125,-0.06451613,0.0625,0.6875,-0.3125,0.25,0.24715447,-0.3125,-0.3125,-0.3125,-0.12903225,-0.3125,-0.19354838,-0.3125,0.0,-0.75,-0.3125,-0.3125,-0.4516129,0.375,-0.3125,-0.3125,-0.3125,-0.3125,-0.75,-0.3125,-0.06451613,-0.3125,-0.19354838,-0.3125,-0.5,-0.3125,-0.3125,-0.3125,-0.3125,-0.3125,-0.3125,-0.3125,-0.3125,0.25,0.25,-0.0625,-1.0,-0.19032258,-0.4375,-0.3125,-0.3125,0.28341013,0.8125,-0.38709676,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.8125,0.375
cell_2635,-0.8125,-0.8125,-0.8125,-0.9375,-0.1875,-0.1875,-0.1875,-0.5625,-0.5625,-0.5625,-0.5625,-0.5625,-0.5625,-0.5625,-0.1875,-0.727314,-0.8125,-0.8125,-0.9375,-0.9375,0.25,0.78571427,0.78571427,0.64705884,0.76744187,-0.0625,-0.09677419,0.625,0.23470522,-0.0625,0.25,-0.3305847,-0.0625,-0.5625,0.25,-0.875,0.8125,0.8399061,-0.0625,-0.0625,-0.42137095,0.75,0.625,-0.53809524,-0.0625,0.625,0.8399061,0.875,0.12580645,0.625,0.875,-0.0625,-0.0625,-0.0625,0.71048385,0.3125,-0.3125,-0.0625,0.5,0.1,-0.0625,-0.0625,-0.0625,0.25659823,-0.0625,0.06451613,-0.0625,0.25,-0.5,-0.0625,-0.0625,-0.16129032,0.625,-0.0625,-0.0625,-0.0625,-0.0625,-0.5,-0.0625,0.35685483,-0.0625,0.06451613,-0.0625,-0.1875,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,0.5,0.5,0.1875,-0.875,0.12580645,0.875,-0.0625,-0.0625,0.4516129,1.0,0.8376344,0.25,0.25,0.25,0.625,0.25,0.25,0.25,1.0,0.625
cell_5525,-0.75,-0.75,-0.75,-0.9375,-0.1875,-0.1875,-0.1875,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.1875,-0.68917626,-0.75,-0.75,-0.9375,-0.9375,0.3125,0.75,0.75,0.6226415,0.73333335,-0.0625,-0.06451613,0.6875,0.3076037,-0.0625,0.3125,-0.25262368,-0.0625,-0.5,0.3125,-0.8125,0.875,0.85333335,-0.0625,-0.0625,0.77073735,-0.875,0.6875,0.35555556,-0.0625,0.6875,0.85333335,0.9375,0.20698924,0.6875,0.9375,-0.0625,-0.0625,-0.0625,0.2580645,0.375,-0.3125,-0.0625,0.5625,0.18850575,-0.0625,-0.0625,-0.0625,0.34005377,-0.0625,0.12580645,-0.0625,0.3125,0.8125,-0.0625,-0.0625,-0.16129032,0.6875,-0.0625,-0.0625,-0.0625,-0.0625,0.8125,-0.0625,0.4283154,-0.0625,0.12580645,-0.0625,-0.1875,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,0.5625,0.5625,0.25,-0.8125,0.20698924,0.9375,-0.0625,-0.0625,0.516129,1.0,0.9042339,0.3125,0.3125,0.3125,0.6875,0.3125,0.3125,0.3125,1.0,0.6875
cell_2546,0.6875,0.6875,0.6875,-0.9375,-0.25,-0.25,-0.25,-0.5625,-0.5625,-0.5625,-0.5625,-0.5625,-0.5625,-0.5625,-0.25,-0.2681488,0.6875,0.6875,-0.9375,-0.9375,0.25,0.71048385,0.71048385,0.5411765,0.6894309,-0.0625,-0.12903225,0.5625,0.83870965,-0.0625,0.25,-0.37724137,-0.0625,-0.5625,0.25,-0.8125,1.0,0.62222224,-0.0625,-0.0625,-0.42137095,-0.875,0.5625,-0.53809524,-0.0625,0.5625,0.62222224,-0.1875,0.12580645,0.5625,-0.1875,-0.0625,-0.0625,-0.0625,0.5564516,0.3125,-0.375,-0.0625,0.5,0.06666667,-0.0625,-0.0625,-0.0625,0.1922043,-0.0625,0.06451613,-0.0625,0.25,-0.5,-0.0625,-0.0625,-0.19354838,0.5625,-0.0625,-0.0625,-0.0625,-0.0625,-0.5,-0.0625,0.35685483,-0.0625,0.06451613,-0.0625,-0.25,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,0.5,0.5,0.1875,-0.8125,0.12580645,-0.1875,-0.0625,-0.0625,0.41935483,0.9375,-0.12903225,0.25,0.25,0.25,0.5625,0.25,0.25,0.25,0.9375,0.5625
cell_216,-0.8125,-0.8125,-0.8125,-0.9375,-0.4375,-0.4375,-0.4375,-0.6875,-0.6875,-0.6875,-0.6875,-0.6875,-0.6875,-0.6875,-0.4375,-0.7586207,-0.8125,-0.8125,-0.9375,-0.9375,0.125,0.796595,0.796595,0.5411765,0.65426356,-0.25,-0.3983871,0.5,0.171659,-0.25,0.125,-0.013218391,-0.25,-0.6875,0.125,-0.875,-0.3125,0.5929078,-0.25,-0.25,-0.4516129,0.625,0.5,0.18431373,-0.25,0.5,0.5929078,-0.375,-0.06451613,0.5,-0.375,-0.25,-0.25,-0.25,0.06451613,0.1875,-0.5,-0.25,0.375,-0.06666667,-0.25,-0.25,-0.25,-0.032258064,-0.25,-0.09677419,-0.25,0.125,-0.625,-0.25,-0.25,0.825,0.5,-0.25,-0.25,-0.25,-0.25,-0.625,-0.25,0.032258064,-0.25,-0.09677419,-0.25,-0.4375,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,0.375,0.375,0.0625,-0.875,-0.06451613,-0.375,-0.25,-0.25,0.32258064,0.9375,-0.32258064,0.125,0.125,0.125,0.5,0.125,0.125,0.125,0.9375,0.5
cell_6561,-0.75,-0.75,-0.75,-0.9375,-0.125,-0.125,-0.125,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.125,-0.71576357,-0.75,-0.75,-0.9375,-0.9375,0.25,0.78571427,0.78571427,0.67346936,0.7656717,0.75,-0.06451613,0.625,0.3076037,0.75,0.25,-0.2387931,0.75,-0.5,0.25,-0.8125,0.8125,0.8767123,0.75,0.75,0.39983022,-0.875,0.625,0.042424243,0.75,0.625,0.8767123,0.9375,0.516129,0.625,0.9375,0.75,0.75,0.75,0.63412565,0.3125,-0.25,0.75,0.5,0.4904762,0.75,0.75,0.75,0.33387098,0.75,0.5231855,0.75,0.25,-0.4375,0.75,0.75,0.5752688,0.625,0.75,0.75,0.75,0.75,-0.4375,0.75,0.61290324,0.75,0.5231855,0.75,-0.125,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.5,0.5,0.1875,-0.8125,0.516129,0.9375,0.75,0.75,0.4516129,1.0,0.87096775,0.25,0.25,0.25,0.625,0.25,0.25,0.25,1.0,0.625
cell_265,0.8125,0.8125,0.8125,-0.9375,-0.375,-0.375,-0.375,-0.6875,-0.6875,-0.6875,-0.6875,-0.6875,-0.6875,-0.6875,-0.375,-0.22688088,0.8125,0.8125,-0.9375,-0.9375,0.75,0.87096775,0.87096775,0.6553991,0.78469944,-0.1875,0.54580647,0.875,0.9032258,-0.1875,0.75,0.272578,-0.1875,-0.6875,0.75,-0.875,-0.3125,0.8666667,-0.1875,-0.1875,-0.41935483,0.5,0.875,-0.033333335,-0.1875,0.875,0.8666667,0.6875,0.5752688,0.875,0.6875,-0.1875,-0.1875,-0.1875,0.6347926,0.125,-0.5,-0.1875,0.3125,-0.1,-0.1875,-0.1875,-0.1875,-0.032258064,-0.1875,0.8684211,-0.1875,0.75,-0.625,-0.1875,-0.1875,-0.32258064,0.875,-0.1875,-0.1875,-0.1875,-0.1875,-0.625,-0.1875,0.032258064,-0.1875,0.8684211,-0.1875,-0.375,-0.1875,-0.1875,-0.1875,-0.1875,-0.1875,-0.1875,-0.1875,-0.1875,0.3125,0.3125,1.0,-0.875,0.5752688,0.6875,-0.1875,-0.1875,0.83870965,0.9375,0.49884793,0.75,0.75,0.75,0.875,0.75,0.75,0.75,0.9375,0.875
cell_5142,-0.8125,-0.8125,-0.8125,-1.0,-0.3125,-0.3125,-0.3125,-0.6875,-0.6875,-0.6875,-0.6875,-0.6875,-0.6875,-0.6875,-0.3125,-0.7919006,-0.8125,-0.8125,-1.0,-1.0,0.3125,0.6735791,0.6735791,0.4969697,0.65426356,-0.0625,-0.12903225,0.625,0.171659,-0.0625,0.3125,0.1567888,-0.0625,-0.6875,0.3125,-0.875,-0.1875,0.5659864,-0.0625,-0.0625,-0.5629032,-0.9375,0.625,0.27021277,-0.0625,0.625,0.5659864,-0.25,0.20698924,0.625,-0.25,-0.0625,-0.0625,-0.0625,0.2580645,0.375,-0.4375,-0.0625,0.5625,0.10909091,-0.0625,-0.0625,-0.0625,0.22695853,-0.0625,0.12580645,-0.0625,0.3125,-0.625,-0.0625,-0.0625,-0.2715054,0.625,-0.0625,-0.0625,-0.0625,-0.0625,-0.625,-0.0625,0.4283154,-0.0625,0.12580645,-0.0625,-0.3125,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,0.5625,0.5625,0.25,-0.875,0.20698924,-0.25,-0.0625,-0.0625,0.48387095,0.9375,-0.16129032,0.3125,0.3125,0.3125,0.625,0.3125,0.3125,0.3125,0.9375,0.625
cell_236,0.9375,0.9375,0.9375,-1.0,-0.375,-0.375,-0.375,-0.6875,-0.6875,-0.6875,-0.6875,-0.6875,-0.6875,-0.6875,-0.375,-0.11995598,0.9375,0.9375,-1.0,-1.0,0.125,0.8684211,0.8684211,0.64705884,0.73333335,-0.25,-0.3172043,0.5,1.0,-0.25,0.125,-0.5651341,-0.25,-0.6875,0.125,-0.875,0.8125,0.70212764,-0.25,-0.25,-0.4516129,-0.9375,0.5,-0.55714285,-0.25,0.5,0.70212764,-0.3125,-0.06451613,0.5,-0.3125,-0.25,-0.25,-0.25,0.06451613,0.1875,-0.4375,-0.25,0.375,-0.033333335,-0.25,-0.25,-0.25,1.110223e-16,-0.25,-0.09677419,-0.25,0.125,-0.625,-0.25,-0.25,0.67652327,0.5,-0.25,-0.25,-0.25,-0.25,-0.625,-0.25,0.032258064,-0.25,-0.09677419,-0.25,-0.375,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,0.375,0.375,0.0625,-0.875,-0.06451613,-0.3125,-0.25,-0.25,0.32258064,1.0,-0.29032257,0.125,0.125,0.125,0.5,0.125,0.125,0.125,1.0,0.5
cell_739,-0.8125,-0.8125,-0.8125,-0.9375,-0.25,-0.25,-0.25,-0.5625,-0.5625,-0.5625,-0.5625,-0.5625,-0.5625,-0.5625,-0.25,-0.70335984,-0.8125,-0.8125,-0.9375,-0.9375,0.3125,0.75,0.75,0.6,0.73333335,-0.0625,-0.09677419,0.6875,0.23470522,-0.0625,0.3125,-0.34416446,-0.0625,-0.5625,0.3125,-0.875,-0.1875,0.85333335,-0.0625,-0.0625,0.8376344,0.8125,0.6875,0.33741498,-0.0625,0.6875,0.85333335,0.9375,0.20698924,0.6875,0.9375,-0.0625,-0.0625,-0.0625,0.2580645,0.375,-0.375,-0.0625,0.5625,0.14623655,-0.0625,-0.0625,-0.0625,0.27915633,-0.0625,0.12580645,-0.0625,0.3125,0.875,-0.0625,-0.0625,-0.19354838,0.6875,-0.0625,-0.0625,-0.0625,-0.0625,0.875,-0.0625,0.4283154,-0.0625,0.12580645,-0.0625,-0.25,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,0.5625,0.5625,0.25,-0.875,0.20698924,0.9375,-0.0625,-0.0625,0.516129,1.0,0.9042339,0.3125,0.3125,0.3125,0.6875,0.3125,0.3125,0.3125,1.0,0.6875
cell_2653,-0.75,-0.75,-0.75,-0.9375,-0.25,-0.25,-0.25,-0.5625,-0.5625,-0.5625,-0.5625,-0.5625,-0.5625,-0.5625,-0.25,-0.7009982,-0.75,-0.75,-0.9375,-0.9375,0.1875,0.825,0.825,0.64705884,0.80487806,-0.0625,0.6400293,0.5625,0.3076037,-0.0625,0.1875,0.07921715,-0.0625,-0.5625,0.1875,-0.8125,-0.1875,0.8288557,-0.0625,-0.0625,0.7034739,-0.875,0.5625,0.2,-0.0625,0.5625,0.8288557,0.8125,0.06451613,0.5625,0.8125,-0.0625,-0.0625,-0.0625,0.16129032,0.25,-0.375,-0.0625,0.4375,0.033333335,-0.0625,-0.0625,-0.0625,0.10117302,-0.0625,0.9042339,-0.0625,0.1875,0.75,-0.0625,-0.0625,-0.19354838,0.5625,-0.0625,-0.0625,-0.0625,-0.0625,0.75,-0.0625,0.28341013,-0.0625,0.9042339,-0.0625,-0.25,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,0.4375,0.4375,0.9375,-0.8125,0.06451613,0.8125,-0.0625,-0.0625,0.38709676,1.0,0.77073735,0.1875,0.1875,0.1875,0.5625,0.1875,0.1875,0.1875,1.0,0.5625
cell_317,0.6875,0.6875,0.6875,-0.9375,-0.3125,-0.3125,-0.3125,-0.625,-0.625,-0.625,-0.625,-0.625,-0.625,-0.625,-0.3125,-0.3125,0.6875,0.6875,-0.9375,-0.9375,0.1875,0.825,0.825,0.64705884,0.76744187,-0.125,0.5614439,0.5625,0.87096775,-0.125,0.1875,-0.009319665,-0.125,-0.625,0.1875,-0.8125,-0.1875,0.70212764,-0.125,-0.125,-0.3983871,-0.875,0.5625,-0.5601626,-0.125,0.5625,0.70212764,-0.25,0.032258064,0.5625,-0.25,-0.125,-0.125,-0.125,0.16129032,0.25,-0.375,-0.125,0.4375,0.033333335,-0.125,-0.125,-0.125,0.06451613,-0.125,0.77721775,-0.125,0.1875,-0.5625,-0.125,-0.125,0.84724855,0.5625,-0.125,-0.125,-0.125,-0.125,-0.5625,-0.125,0.16733871,-0.125,0.77721775,-0.125,-0.3125,-0.125,-0.125,-0.125,-0.125,-0.125,-0.125,-0.125,-0.125,0.4375,0.4375,0.875,-0.8125,0.032258064,-0.25,-0.125,-0.125,0.38709676,1.0,-0.19354838,0.1875,0.1875,0.1875,0.5625,0.1875,0.1875,0.1875,1.0,0.5625
